year,birth_country,race,sex,family_size,age_1stchild,evpoverty,income,networth,empstatus
2000,"IN THE US","BLACK","FEMALE",1,"No children yet","No",39000,6150,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"30","No",40000,109000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"25","No",25000,75381,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"17","No",27400,67650,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"30","Yes",60000,133000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"31","No",38000,401200,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"30","No",52000,280000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"29","No",35000,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"31","No",13000,795000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"37","No",57000,186000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"37","No",115000,515700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"20","Yes",6000,-28500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"26","Yes",27000,18200,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"21","No",40000,-41100,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"24","No",43000,310000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"26","No",50000,243000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"32","No",115000,466666,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"27","No",70000,105000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"45","No",216200,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"29","No",216200,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","Yes",17900,37500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"26","No",40000,10000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"24","No",20000,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"18","Yes",38000,126500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"21","Yes",43000,2800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"33","No",57000,100000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"36","No",50000,105000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"22","No",32000,118000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"26","No",56000,174500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",7,"26","No",38000,242500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"29","No",-2,23000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"30","No",-1,297000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"28","Yes",45000,100000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"34","No",55000,526907,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"22","No",27000,47800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"22","No",13000,29700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"23","No",41000,-2563,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"19","Yes",-1,8000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",7,"24","No",95000,202000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"30","No",40000,55800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"28","No",73000,177500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","Yes",13000,172000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"28","No",53000,274000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"25","Yes",30000,105000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"25","No",15000,95000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"32","No",25000,18259,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"31","Yes",92000,410000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"26","No",15264,9701,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"26","No",94000,105000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"37","No",90000,237000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"24","Yes",20000,156000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"21","",-1,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"36","No",35000,51000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"29","Yes",7000,13775,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"24","Yes",27000,24500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"18","Yes",216200,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"26","No",33500,113500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"27","Yes",49000,107090,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"25","No",37500,163200,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"17","Yes",4247,60200,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"29","Yes",7200,296800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"21","Yes",9000,0,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"19","Yes",8000,9666,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"19","Yes",29000,20000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"18","Yes",22500,15600,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"34","Yes",22000,22100,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"21","Yes",25500,59300,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"37","No",60000,45000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"30","No",216200,661906,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"32","Yes",64000,84000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"18","Yes",12000,101200,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"17","Yes",5000,3000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"18","Yes",12500,-6000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"23","No",45000,40500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"20","No",25000,-10000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"20","No",33000,27700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"31","No",42000,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"32","No",65000,39000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"27","Yes",216200,42000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"34","No",51000,61000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"25","Yes",30000,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"27","No",70000,467500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"36","No",70000,224000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"31","Yes",216200,382000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"37","No",59000,105000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"26","No",44000,52000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"28","No",71600,116000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"31","Yes",12000,47400,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"18","Yes",8000,-20000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"27","No",36000,102000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"24","No",40000,82000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"25","Yes",33000,2000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"27","No",65000,319900,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"20","No",43000,32000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","No",43000,170200,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"21","Yes",63000,38000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"23","No",13000,115100,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"24","Yes",18000,21300,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"25","Yes",34200,104000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"43","Yes",11900,24000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"22","Yes",15000,10500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"35","No",15827,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"31","No",44200,205500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"35","No",39000,260000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",7,"23","Yes",20000,30800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"30","No",65000,110000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"17","Yes",25000,51500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"28","Yes",13000,9800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",9,"20","Yes",19000,43500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"15","Yes",45000,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"26","Yes",40000,112000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"26","Yes",40000,-25000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"30","No",78000,185000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"14","Yes",40000,97000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"36","Yes",680,108000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"25","Yes",19656,67500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","No",21000,344600,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"35","Yes",38000,182000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"28","No",67000,133500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"20","Yes",15000,287000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"25","Yes",685,13200,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"31","No",27000,1000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"15","Yes",24000,36500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"24","No",12000,99000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"18","No",28500,128000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"24","Yes",3000,3578,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"36","Yes",-2,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"23","Yes",28000,-700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"28","No",33000,50777,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"22","No",35000,110000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"21","Yes",10000,238000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"21","Yes",42000,2000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"33","No",216200,634000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"28","Yes",-2,123800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"28","Yes",28500,189000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"40","No",47000,156500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"29","",27000,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",11,"25","Yes",32000,41600,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"40","No",50000,102000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"27","No",72000,14400,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"37","Yes",45000,55700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"27","Yes",18037,300,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"36","No",46000,35000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"24","No",11000,2000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",7,"16","Yes",-2,1800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"15","Yes",9000,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"22","No",22500,-9192,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"21","Yes",23000,108000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"23","No",65000,103500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"40","No",45000,18500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"25","No",20000,83700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","No",52000,119000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"35","No",61000,60500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"17","Yes",22300,155800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"18","No",17000,17500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"19","Yes",42000,52000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"17","Yes",7200,106000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"20","No",32000,33008,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"27","No",125000,599000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"21","No",43000,281600,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"20","Yes",19000,3700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"43","No",57400,199000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"28","No",73800,311000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"34","Yes",70000,27700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"25","No",43000,212000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"22","No",73000,190573,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"23","Yes",28000,-3900,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"18","Yes",35000,41800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"23","Yes",75000,167500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"17","Yes",5075,5110,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"18","Yes",9360,-6100,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"27","No",38500,77700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"24","Yes",9000,34,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"20","Yes",5000,1500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"18","Yes",46000,18000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","Yes",19000,49175,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","Yes",22984,146800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"18","Yes",66000,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"20","No",40000,25000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","No",52000,182000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"19","No",120000,75999,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",20000,312500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","No",13126,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"23","No",33361,164500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"20","Yes",2500,120000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",40000,223000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"31","No",34000,32000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"33","",-1,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","Yes",30000,115000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"33","Yes",30000,2000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"29","Yes",28000,126500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"29","Yes",4000,179000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"26","No",58000,204000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","Yes",32000,15500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"23","No",50000,182900,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",127000,240000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",6000,404000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","No",68000,133000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",25000,117000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","Yes",39368,429500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"22","No",30000,213000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"34","No",216200,509000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",-1,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"35","No",216200,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",19000,7817,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"23","Yes",25000,3300,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"30","No",216200,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","No",28176,238000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"20","Yes",33000,44000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","No",60000,201300,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","Yes",26000,37000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","Yes",55000,180000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"18","Yes",2000,5600,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"22","Yes",18300,163700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"24","No",45000,163700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"33","Yes",86000,519000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","No",4000,164000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"22","Yes",26000,41800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"33","No",9000,64334,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",20000,123134,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"25","No",62000,398000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"20","No",-2,-13822,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"26","No",32000,11067,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","No",27000,157000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","Yes",26000,9000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"31","Yes",90000,640000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"22","No",75000,698000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"33","No",64000,374000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",6500,5500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"25","No",125000,720000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","No",5000,8500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","No",68000,212000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","No",85000,209500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"31","",-1,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","No",53000,109500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"20","Yes",12900,152000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"31","Yes",30000,165000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"19","No",60000,165300,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"25","No",83000,240000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"23","No",27500,-59886,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"24","No",27000,64200,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","No",40000,53294,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"23","Yes",19800,44800,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"35","No",23000,4000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"30","Yes",65000,233000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"34","Yes",27500,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"18","Yes",9000,-6700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"25","Yes",41000,20000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","No",46000,104000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","Yes",5000,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"28","Yes",2500,15166,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"29","Yes",12000,178000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"29","Yes",14000,2144292,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","Yes",48000,165000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"23","No",58000,306000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"20","Yes",12000,190008,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"24","Yes",5000,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"19","No",8000,171000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"28","Yes",32000,14000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",2000,64700,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"21","Yes",91000,60150,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"30","Yes",216200,224000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","Yes",75000,427500,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","No",50000,355000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","Yes",12000,116000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",36000,166000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"23","No",11000,1000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","",55000,235000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"20","No",216200,270000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","Yes",46000,220000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"30","No",28000,85000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"24","",-1,-1,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"34","No",62000,329000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"29","Yes",55000,213000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"24","Yes",60000,45000,""
2000,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",49000,41000,""
