name,city,predominantdegree,highestdegreegranted,meanearnings7yrs,meanearnings8yrs,meanearnings9yrs,year,undergraduateenrollment
"National American University-Sioux Falls","SIOUX FALLS","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,342
"National American University-Sioux Falls","SIOUX FALLS","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,261
"National American University-Wichita","Wichita","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,259
"National American University-Wichita","Wichita","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,375
"National American University-Wichita West","Wichita","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,296
"National American University-Zona Rosa","Kansas City","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,476
"National American University-Zona Rosa","Kansas City","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,382
"National Paralegal College","Phoenix","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,1089
"National Paralegal College","Phoenix","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,1042
"National University College-Arecibo","Arecibo","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,1646
"National University College-Arecibo","Arecibo","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,1450
"National University College-Bayamon","Bayamon","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,2467
"National University College-Rio Grande","Rio Grande","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,1783
"Nebraska Christian College","Papillion","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,167
"Nebraska Christian College","Papillion","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,152
"Nebraska Christian College","Papillion","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,155
"Nebraska Christian College","Papillion","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,122
"Nebraska Christian College","Papillion","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,162
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,425
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,156
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,336
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,333
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,384
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,359
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",,,,1999,358
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",,,,1997,513
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,183
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,177
"New England Institute of Technology","East Greenwich","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,2564
"New England Institute of Technology","East Greenwich","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,2375
"New England Institute of Technology","East Greenwich","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,2843
"New England Institute of Technology","East Greenwich","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,2721
"New England Institute of Technology","East Greenwich","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,2712
"New England Institute of Technology","East Greenwich","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,2631
"New England Institute of Technology","East Greenwich","Associate's degree","Predominantly bachelor's-degree granting",,,,1997,2422
"New England Institute of Technology","East Greenwich","Associate's degree","Predominantly bachelor's-degree granting",,,,1999,2537
"New England School of Communications","Bangor","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,97
"New England School of Communications","Bangor","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,142
"New York School of Interior Design","NEW YORK","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,650
"New York School of Interior Design","NEW YORK","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,687
"New York School of Interior Design","NEW YORK","Associate's degree","Predominantly bachelor's-degree granting",,,,1997,653
"New York School of Interior Design","NEW YORK","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,199
"New York School of Interior Design","NEW YORK","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,554
"Newbury College","Brookline","Associate's degree","Predominantly bachelor's-degree granting",,,,1997,4862
"Newbury College","Brookline","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,2152
"Newbury College","Brookline","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,2376
"Newbury College","Brookline","Associate's degree","Predominantly bachelor's-degree granting",,,,1999,3014
"Newbury College","Brookline","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,1583
"Newbury College","Brookline","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,1382
"North Greenville University","Tigerville","Associate's degree","Predominantly bachelor's-degree granting",,,,1997,939
"Northeast Catholic College","Warner","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,61
"Monroe College","Bronx","Associate's degree","Entirely graduate-degree granting",,,,2014,6426
"Monroe College","Bronx","Associate's degree","Entirely graduate-degree granting",,,,2015,6181
"Morrison University","Reno","Associate's degree","Entirely graduate-degree granting",,,,2014,374
"Mount Aloysius College","Cresson","Associate's degree","Entirely graduate-degree granting",,,,2015,1565
"Mount Aloysius College","Cresson","Associate's degree","Entirely graduate-degree granting",,,,2014,1571
"NATIVE AMERICAN EDUCATIONAL SERVICES-MENOMINEE","KESHENA","Associate's degree","Not classified",,,,2003,2
"National American University-Austin South","AUSTIN","Associate's degree","Not classified",,,,2014,120
"National American University-Houston","HOUSTON","Associate's degree","Not classified",,,,2015,253
"National American University-Lewisville","Lewisville","Associate's degree","Not classified",,,,2014,158
"National American University-Overland Park","Overland Park","Associate's degree","Not classified",,,,2004,103
"National American University-Rapid City","Rapid City","Associate's degree","Entirely graduate-degree granting",,,,2003,1376
"National American University-Richardson","Richardson","Associate's degree","Not classified",,,,2015,242
"National American University-Richardson","Richardson","Associate's degree","Not classified",,,,2014,197
"National American University-Rochester","Rochester","Associate's degree","Not classified",,,,2014,149
"National American University-Tigard","Tigard","Associate's degree","Not classified",,,,2014,46
"National American University-Tigard","Tigard","Associate's degree","Not classified",,,,2015,64
"National American University-Weldon Spring","Weldon Spring","Associate's degree","Not classified",,,,2014,90
"National American University-Wichita West","Wichita","Associate's degree","Not classified",,,,2014,281
"National University College-Bayamon","Bayamon","Associate's degree","Entirely graduate-degree granting",,,,2014,4993
"National University College-Bayamon","Bayamon","Associate's degree","Entirely graduate-degree granting",,,,2015,4983
"National University College-Caguas","Caguas","Associate's degree","Not classified",,,,2014,920
"National University College-Rio Grande","Rio Grande","Associate's degree","Not classified",,,,2004,466
"New England College of Business and Finance","BOSTON","Associate's degree","Entirely graduate-degree granting",,,,2011,974
"New England College of Business and Finance","BOSTON","Associate's degree","Entirely graduate-degree granting",,,,2012,1068
"New England Institute of Technology","East Greenwich","Associate's degree","Entirely graduate-degree granting",,,,2015,2841
"New England Institute of Technology","East Greenwich","Associate's degree","Entirely graduate-degree granting",,,,2014,2860
"New Orleans Baptist Theological Seminary","NEW ORLEANS","Associate's degree","Entirely graduate-degree granting",,,,1997,489
"New York College of Health Professions","Syosset","Associate's degree","Entirely graduate-degree granting",,,,2000,555
"New York College of Health Professions","Syosset","Associate's degree","Entirely graduate-degree granting",,,,2014,529
"New York College of Health Professions","Syosset","Associate's degree","Entirely graduate-degree granting",,,,2003,579
"New York College of Health Professions","Syosset","Associate's degree","Entirely graduate-degree granting",,,,2002,213
"New York College of Health Professions","Syosset","Associate's degree","Entirely graduate-degree granting",,,,2004,689
"New York College of Health Professions","Syosset","Associate's degree","Entirely graduate-degree granting",,,,2001,755
"New York College of Health Professions","Syosset","Associate's degree","Entirely graduate-degree granting",,,,2015,516
"New York School of Interior Design","NEW YORK","Associate's degree","Entirely graduate-degree granting",,,,2004,650
"New York School of Interior Design","NEW YORK","Associate's degree","Entirely graduate-degree granting",,,,2014,394
"New York School of Interior Design","NEW YORK","Associate's degree","Entirely graduate-degree granting",,,,2003,742
"New York School of Interior Design","NEW YORK","Associate's degree","Entirely graduate-degree granting",,,,2015,353
